Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age,continent
Eritrea,Under-five mortality rate,Female,2013,43.421393085204,,Deaths per 1000 live births,Normal value,,32.9196086671509,57.6211825581164,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2014,41.8908296073749,,Deaths per 1000 live births,Normal value,,30.5669401597721,57.4194268963931,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2015,40.508497551671,,Deaths per 1000 live births,Normal value,,28.3923633054034,57.7929534136927,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2016,39.1106697725852,,Deaths per 1000 live births,Normal value,,26.3077574076883,57.9017831194014,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2017,37.7900743106371,,Deaths per 1000 live births,Normal value,,24.5009181018324,58.2187160275307,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2018,36.4487153622053,,Deaths per 1000 live births,Normal value,,22.839483488168,58.4353067220318,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Female,2019,35.1876140132705,,Deaths per 1000 live births,Normal value,,21.2314751802982,58.3805500090933,,,,,,,,,,Total,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2002,4.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2002,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2008,49.0,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2008,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2010,20.2,Units,%,Reported,Free,,,,,,Population and Health Survey 2010,,,,,,Under 5 years old,Africa
Eritrea,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2002,2.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2002,,,,,,15 to 49 years old,Africa
Eritrea,Under-five mortality rate,Male,2000,94.0514238178801,,Deaths per 1000 live births,Normal value,,85.8525408298098,102.871316327678,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2001,89.5538227330168,,Deaths per 1000 live births,Normal value,,81.6267256378996,98.0514663056854,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2002,85.4358430500057,,Deaths per 1000 live births,Normal value,,77.6523647380646,93.7206029058558,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2003,81.6361670902878,,Deaths per 1000 live births,Normal value,,73.8439141421686,89.9407310613384,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2004,78.1152764954454,,Deaths per 1000 live births,Normal value,,70.3714038577264,86.4875671479861,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2005,74.8029140067566,,Deaths per 1000 live births,Normal value,,67.1842119824831,83.265381993596,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2006,71.7192417719086,,Deaths per 1000 live births,Normal value,,64.1335445659602,80.2934664368474,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2007,68.8374628725841,,Deaths per 1000 live births,Normal value,,61.1214875421127,77.5962518545432,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2008,66.1520806107287,,Deaths per 1000 live births,Normal value,,58.076554476545,75.3856182273951,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2009,63.6828756326912,,Deaths per 1000 live births,Normal value,,54.8659306818595,73.9982666872695,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2010,61.4045556620681,,Deaths per 1000 live births,Normal value,,51.561436320754,73.2195100426613,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2011,59.2650517211592,,Deaths per 1000 live births,Normal value,,48.1992795420387,73.0653520486775,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2012,57.2793562546689,,Deaths per 1000 live births,Normal value,,45.1411312330982,73.1280346801939,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2013,55.3648118902397,,Deaths per 1000 live births,Normal value,,41.9958739896766,73.509413689211,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2014,53.5249883368237,,Deaths per 1000 live births,Normal value,,39.2267828472951,73.5276800375703,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2015,51.7841829490774,,Deaths per 1000 live births,Normal value,,36.3238172394159,74.0378567174413,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2016,50.1260609787256,,Deaths per 1000 live births,Normal value,,33.7801308651526,74.528312551944,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2017,48.5092081848933,,Deaths per 1000 live births,Normal value,,31.475693993876,74.9676282106621,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2018,46.9531512445618,,Deaths per 1000 live births,Normal value,,29.3898547833669,75.2909448771544,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Male,2019,45.5511341856213,,Deaths per 1000 live births,Normal value,,27.5238198900748,75.2530517343907,,,,,,,,,,Total,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2002,4.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2002,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2008,48.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2008,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2010,20.5,Units,%,Reported,Free,,,,,,Population and Health Survey 2010,,,,,,Under 5 years old,Africa
Eritrea,Under-five mortality rate,Total,2000,85.3659487739766,,Deaths per 1000 live births,Normal value,,78.1392358182222,93.1086545618366,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2001,81.2020706442332,,Deaths per 1000 live births,Normal value,,74.1618384654729,88.6978277072276,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2002,77.3921604765399,,Deaths per 1000 live births,Normal value,,70.4273892498687,84.7641871668792,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2003,73.8661904018884,,Deaths per 1000 live births,Normal value,,66.934447785256,81.2042109788073,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2004,70.615342820745,,Deaths per 1000 live births,Normal value,,63.7627852331808,77.9990565016724,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2005,67.5801525338503,,Deaths per 1000 live births,Normal value,,60.8693246526643,75.0119409030728,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2006,64.7209578203475,,Deaths per 1000 live births,Normal value,,57.9755549203369,72.1580082008147,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2007,62.0451761999041,,Deaths per 1000 live births,Normal value,,55.2063659142282,69.7336599685072,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2008,59.5344091827315,,Deaths per 1000 live births,Normal value,,52.4573944935785,67.6843027060289,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2009,57.2804424920451,,Deaths per 1000 live births,Normal value,,49.4630097541889,66.3988690659789,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2010,55.2403400961143,,Deaths per 1000 live births,Normal value,,46.3490114296124,65.8442998852892,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2011,53.1858533974424,,Deaths per 1000 live births,Normal value,,43.3204301022466,65.5362593047074,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2012,51.3187731747564,,Deaths per 1000 live births,Normal value,,40.4030044224481,65.4481865544934,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2013,49.5293385477358,,Deaths per 1000 live births,Normal value,,37.6726942681597,65.5265353432417,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2014,47.8743194547429,,Deaths per 1000 live births,Normal value,,35.0763658630469,65.559857709174,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2015,46.3114960196133,,Deaths per 1000 live births,Normal value,,32.5117766662768,66.0522883426522,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2016,44.8002689224096,,Deaths per 1000 live births,Normal value,,30.2086918813277,66.2567979276783,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2017,43.2804761489681,,Deaths per 1000 live births,Normal value,,28.1042974704194,66.7463501156151,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2018,41.8742875406162,,Deaths per 1000 live births,Normal value,,26.1803402808437,67.0385484980464,,,,,,,,,,Total,Africa
Eritrea,Under-five mortality rate,Total,2019,40.4918743858679,,Deaths per 1000 live births,Normal value,,24.4904905540343,66.9803258553032,,,,,,,,,,Total,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2002,4.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2002,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2008,48.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2008,,,,,,Under 5 years old,Africa
Eritrea,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2010,20.4,Units,%,Reported,Free,,,,,,Population and Health Survey 2010,,,,,,Under 5 years old,Africa
Eritrea,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2008,70.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2008,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2000,129.492555414096,,Deaths per 1000 live births,Normal value,,120.418832395287,139.285805332814,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2001,123.740802190051,,Deaths per 1000 live births,Normal value,,115.002119295377,133.167789042782,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2002,117.705824676068,,Deaths per 1000 live births,Normal value,,109.387161129021,126.770965564036,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2003,111.589809889053,,Deaths per 1000 live births,Normal value,,103.607971798365,120.330406643178,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2004,105.425116892528,,Deaths per 1000 live births,Normal value,,97.8185001536015,113.627077123649,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2005,99.4858008594218,,Deaths per 1000 live births,Normal value,,92.0484267595205,107.151881966305,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2006,93.6696104019626,,Deaths per 1000 live births,Normal value,,86.5491922452761,101.117224493812,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2007,88.269466758623,,Deaths per 1000 live births,Normal value,,81.3424245557222,95.3558991333735,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2008,83.1317602533355,,Deaths per 1000 live births,Normal value,,76.4806888236049,90.0809554766336,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2009,78.4665999488569,,Deaths per 1000 live births,Normal value,,72.0445308893473,85.3267387341067,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2010,74.0745116572847,,Deaths per 1000 live births,Normal value,,67.7722712741769,80.792141376153,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2011,69.9400745907909,,Deaths per 1000 live births,Normal value,,63.7626412951467,76.6220715363989,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2012,66.0265613246567,,Deaths per 1000 live births,Normal value,,59.8844174024806,72.7109573551824,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2013,62.2975920281747,,Deaths per 1000 live births,Normal value,,56.1373232642657,69.1418961134741,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2014,58.8865332806316,,Deaths per 1000 live births,Normal value,,52.6377702833059,65.9478473038081,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2015,55.5781324747021,,Deaths per 1000 live births,Normal value,,49.0958783678546,62.9035322177319,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2016,52.4482820331991,,Deaths per 1000 live births,Normal value,,45.6717463252097,60.2251579378626,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2017,49.679520642939,,Deaths per 1000 live births,Normal value,,42.4476828812448,57.9050699009815,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2018,47.1362784447695,,Deaths per 1000 live births,Normal value,,39.4713048947279,56.0748782368492,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Female,2019,44.9320959358288,,Deaths per 1000 live births,Normal value,,36.8454079582283,54.7770810139932,,,,,,,,,,Total,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2005,1.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2007,33.0,Units,%,Reported,Free,,,,,,Other NS 2007,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2011,38.4,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2015,46.0,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,,,,Under 5 years old,Africa
Ethiopia,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2005,1.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,,,,15 to 49 years old,Africa
Ethiopia,Under-five mortality rate,Male,2000,150.628415884152,,Deaths per 1000 live births,Normal value,,140.252218005514,161.915390367475,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2001,144.372138961357,,Deaths per 1000 live births,Normal value,,134.241703356725,155.232569845121,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2002,137.893884260936,,Deaths per 1000 live births,Normal value,,128.14490344111,148.403174188395,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2003,131.178529348924,,Deaths per 1000 live births,Normal value,,121.996728267365,141.221857059869,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2004,124.38191638333,,Deaths per 1000 live births,Normal value,,115.713242137453,133.939972696977,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2005,117.771109419075,,Deaths per 1000 live births,Normal value,,109.337113464868,126.847576859434,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2006,111.434098430492,,Deaths per 1000 live births,Normal value,,103.253375919197,120.212954928017,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2007,105.39896440227,,Deaths per 1000 live births,Normal value,,97.4504123277463,113.990709613741,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2008,99.8053509105578,,Deaths per 1000 live births,Normal value,,92.0563552677757,108.084626836013,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2009,94.4813513521258,,Deaths per 1000 live births,Normal value,,86.9837864814239,102.697460783085,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2010,89.5138314086078,,Deaths per 1000 live births,Normal value,,82.1997146540946,97.6593325975138,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2011,84.8366689218838,,Deaths per 1000 live births,Normal value,,77.5555835179213,92.9073833644384,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2012,80.4433809182111,,Deaths per 1000 live births,Normal value,,73.17733343846,88.5100345146635,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2013,76.270600180348,,Deaths per 1000 live births,Normal value,,68.9559665318166,84.4939609056689,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2014,72.27990972518,,Deaths per 1000 live births,Normal value,,64.7743010904034,80.6775545743353,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2015,68.5614976814764,,Deaths per 1000 live births,Normal value,,60.7651701039069,77.330322992853,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2016,65.0212662605483,,Deaths per 1000 live births,Normal value,,56.7415487093127,74.4697266550294,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2017,61.7653462743871,,Deaths per 1000 live births,Normal value,,52.8347692066113,71.8562564800374,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2018,58.8114357042122,,Deaths per 1000 live births,Normal value,,49.3272709977725,69.6629773133248,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Male,2019,56.239221034731,,Deaths per 1000 live births,Normal value,,46.1027282967906,68.4952307533641,,,,,,,,,,Total,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2005,2.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2007,33.0,Units,%,Reported,Free,,,,,,Other NS 2007,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2011,37.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2015,44.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,,,,Under 5 years old,Africa
Ethiopia,Under-five mortality rate,Total,2000,140.340417032836,,Deaths per 1000 live births,Normal value,,130.854222339446,150.692902499186,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2001,134.254353866469,,Deaths per 1000 live births,Normal value,,125.162293767643,144.251309892731,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2002,128.033607311505,,Deaths per 1000 live births,Normal value,,119.24166909877,137.620106592938,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2003,121.635774297485,,Deaths per 1000 live births,Normal value,,113.224313134594,130.77975713018,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2004,115.183845932355,,Deaths per 1000 live births,Normal value,,107.167201006583,123.782644674127,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2005,108.835700286179,,Deaths per 1000 live births,Normal value,,101.085235458506,117.016329203292,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2006,102.807744668793,,Deaths per 1000 live births,Normal value,,95.3108765711862,110.623848801827,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2007,97.0646063607757,,Deaths per 1000 live births,Normal value,,89.8562551504995,104.626726950254,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2008,91.6797739109831,,Deaths per 1000 live births,Normal value,,84.6710869396998,99.0916441897187,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2009,86.6567476263122,,Deaths per 1000 live births,Normal value,,79.8793348590946,93.9805264260977,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2010,81.980430214115,,Deaths per 1000 live births,Normal value,,75.3512629352552,89.2129939814947,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2011,77.6363164797014,,Deaths per 1000 live births,Normal value,,70.9409795133512,84.7573526663425,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2012,73.4192217744889,,Deaths per 1000 live births,Normal value,,66.872234411548,80.6564583217511,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2013,69.4821466260461,,Deaths per 1000 live births,Normal value,,62.8958855353314,76.9407796291196,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2014,65.7587866911003,,Deaths per 1000 live births,Normal value,,58.9618769885258,73.4157780364853,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2015,62.2300087803899,,Deaths per 1000 live births,Normal value,,55.2281767770896,70.2016209943,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2016,58.8942491419993,,Deaths per 1000 live births,Normal value,,51.4183683491993,67.4245865805441,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2017,55.8395393158265,,Deaths per 1000 live births,Normal value,,47.9168509556149,64.8661936355261,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2018,53.1248653356734,,Deaths per 1000 live births,Normal value,,44.5204243817808,63.0106155337488,,,,,,,,,,Total,Africa
Ethiopia,Under-five mortality rate,Total,2019,50.7357124420906,,Deaths per 1000 live births,Normal value,,41.6070705452732,61.6566059680065,,,,,,,,,,Total,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2005,2.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2007,33.0,Units,%,Reported,Free,,,,,,Other NS 2007,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2011,30.1,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Under 5 years old,Africa
Ethiopia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2015,45.3,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,,,,Under 5 years old,Africa
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2005,3.0,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,,,,Total,Africa
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2007,53.0,Units,%,Reported,Free,,,,,,Other NS 2007,,,,,,Total,Africa
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2011,46.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,,,,Total,Africa
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2015,63.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2000,77.6411010480575,,Deaths per 1000 live births,Normal value,,66.8151152918265,91.2997554421248,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2001,76.135085403914,,Deaths per 1000 live births,Normal value,,65.4806938731755,89.9701795119493,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2002,74.4825459226338,,Deaths per 1000 live births,Normal value,,63.9484308122036,88.1742220110694,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2003,72.6460305216054,,Deaths per 1000 live births,Normal value,,62.1122323196613,86.0456300140949,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2004,70.6300221978047,,Deaths per 1000 live births,Normal value,,60.2845042260343,83.4974216243749,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2005,68.5502103730671,,Deaths per 1000 live births,Normal value,,58.3376634718058,80.8043841043713,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2006,66.4814375935926,,Deaths per 1000 live births,Normal value,,56.4789910434953,78.1710021462043,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2007,63.9791607329767,,Deaths per 1000 live births,Normal value,,54.1248320957915,75.3365799158654,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2008,61.5776917204463,,Deaths per 1000 live births,Normal value,,51.6292020466774,72.7506914448377,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2009,58.9108637475898,,Deaths per 1000 live births,Normal value,,48.8161149474781,70.3907183615779,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2010,56.3753510066496,,Deaths per 1000 live births,Normal value,,45.7281577846405,68.4439912354439,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2011,54.1672642324776,,Deaths per 1000 live births,Normal value,,42.8200131654395,66.726891574369,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2012,51.9091806798661,,Deaths per 1000 live births,Normal value,,39.9364441478289,65.4387978241724,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2013,49.6836045152211,,Deaths per 1000 live births,Normal value,,37.2568803863905,64.4204391644156,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2014,47.4394999779187,,Deaths per 1000 live births,Normal value,,34.5861342242671,63.4492990179228,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2015,45.1296299744261,,Deaths per 1000 live births,Normal value,,31.9827083672054,62.3910564830063,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2016,42.3100320226777,,Deaths per 1000 live births,Normal value,,28.8351120237095,60.8314407344922,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2017,40.6054592637456,,Deaths per 1000 live births,Normal value,,26.8968306066991,60.4303987551121,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2018,39.1909987138186,,Deaths per 1000 live births,Normal value,,25.2250165171743,60.3484575957129,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Female,2019,38.1763856091403,,Deaths per 1000 live births,Normal value,,23.8928887351662,61.018761117011,,,,,,,,,,Total,Africa
Gabon,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2012,40.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,,,,Under 5 years old,Africa
Gabon,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2012,28.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,,,,15 to 49 years old,Africa
Gabon,Under-five mortality rate,Male,2000,89.8838134432524,,Deaths per 1000 live births,Normal value,,77.4920890140053,106.25668739661,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Male,2001,88.195571704801,,Deaths per 1000 live births,Normal value,,75.9454278412937,104.448780706591,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Male,2002,86.3605960825983,,Deaths per 1000 live births,Normal value,,74.1648112505999,102.012182284073,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Male,2003,84.3557401257287,,Deaths per 1000 live births,Normal value,,72.3299041444445,99.6525843222369,,,,,,,,,,Total,Africa
Gabon,Under-five mortality rate,Male,2004,82.1586186840282,,Deaths per 1000 live births,Normal value,,70.355852070073,96.9281871091959,,,,,,,,,,Total,Africa
